Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Occurrence Year,Occurrence Month,Occurrence Hour
14316,,2021-08-19 11:00:00,20-08-2021 00:47,Kalyan,396,ILLEGAL POSSESSION,59,M,Knife,Other Crime,6,No,,2021,8,
14317,,2021-08-19 12:00:00,20-08-2021 00:14,Ahmedabad,241,DRUG OFFENSE,25,M,Firearm,Other Crime,15,No,,2021,8,
14318,,2021-08-19 13:00:00,19-08-2021 23:49,Kolkata,579,HOMICIDE,69,F,Firearm,Other Crime,10,No,,2021,8,
14319,,2021-08-19 14:00:00,19-08-2021 20:09,Delhi,438,ILLEGAL POSSESSION,71,F,Other,Other Crime,1,Yes,2021-09-10 00:00:00,2021,8,
14320,,2021-08-19 15:00:00,19-08-2021 17:11,Surat,144,KIDNAPPING,79,M,Unknown,Other Crime,3,Yes,2021-10-18 19:00:00,2021,8,
14321,,2021-08-19 16:00:00,19-08-2021 20:30,Surat,338,ARSON,66,M,Blunt Object,Fire Accident,3,Yes,2021-10-31 19:00:00,2021,8,
14322,,2021-08-19 17:00:00,20-08-2021 01:30,Faridabad,315,COUNTERFEITING,61,F,Firearm,Other Crime,4,Yes,2021-10-19 23:00:00,2021,8,
14323,,2021-08-19 18:00:00,20-08-2021 09:24,Kalyan,219,FRAUD,79,F,Other,Other Crime,1,Yes,2021-09-21 22:00:00,2021,8,
14324,,2021-08-19 19:00:00,20-08-2021 06:01,Ludhiana,128,ARSON,26,M,Other,Fire Accident,9,Yes,2021-09-29 17:00:00,2021,8,
14325,,2021-08-19 20:00:00,20-08-2021 03:06,Delhi,474,DOMESTIC VIOLENCE,35,M,Other,Violent Crime,6,Yes,2021-09-05 15:00:00,2021,8,
14326,,2021-08-19 21:00:00,20-08-2021 18:54,Indore,292,FRAUD,33,M,Poison,Other Crime,17,No,,2021,8,
14327,,2021-08-19 22:00:00,20-08-2021 17:41,Thane,184,PUBLIC INTOXICATION,68,M,Knife,Other Crime,9,Yes,2021-09-17 05:00:00,2021,8,
14328,,2021-08-19 23:00:00,20-08-2021 08:40,Chennai,495,FIREARM OFFENSE,52,M,Blunt Object,Fire Accident,10,No,,2021,8,
14329,,2021-08-20 00:00:00,20-08-2021 17:05,Jaipur,158,SEXUAL ASSAULT,67,F,Poison,Violent Crime,1,No,,2021,8,
14330,,2021-08-20 01:00:00,20-08-2021 10:04,Hyderabad,445,ARSON,65,M,Explosives,Fire Accident,8,No,,2021,8,
14331,,2021-08-20 02:00:00,20-08-2021 10:22,Delhi,122,ILLEGAL POSSESSION,71,M,Blunt Object,Other Crime,14,Yes,2021-09-24 20:00:00,2021,8,
14332,,2021-08-20 03:00:00,20-08-2021 05:51,Kanpur,371,IDENTITY THEFT,61,M,Knife,Violent Crime,11,No,,2021,8,
14333,,2021-08-20 04:00:00,20-08-2021 14:21,Delhi,249,EXTORTION,50,F,Knife,Other Crime,1,Yes,2021-11-04 21:00:00,2021,8,
14334,,2021-08-20 05:00:00,20-08-2021 21:19,Hyderabad,265,IDENTITY THEFT,45,F,Poison,Violent Crime,17,No,,2021,8,
14335,,2021-08-20 06:00:00,21-08-2021 02:27,Mumbai,457,ROBBERY,11,M,Unknown,Violent Crime,16,No,,2021,8,
14336,,2021-08-20 07:00:00,20-08-2021 22:02,Kolkata,173,VANDALISM,31,F,Unknown,Other Crime,12,No,,2021,8,
14337,,2021-08-20 08:00:00,21-08-2021 05:10,Mumbai,309,BURGLARY,75,F,Blunt Object,Other Crime,5,Yes,2022-01-17 23:00:00,2021,8,
14338,,2021-08-20 09:00:00,20-08-2021 17:43,Bangalore,314,BURGLARY,20,M,Knife,Other Crime,4,Yes,2021-09-22 06:00:00,2021,8,
14339,,2021-08-20 10:00:00,20-08-2021 14:08,Delhi,289,FIREARM OFFENSE,27,F,Poison,Fire Accident,17,No,,2021,8,
14340,,2021-08-20 11:00:00,20-08-2021 17:37,Srinagar,515,ASSAULT,52,M,Knife,Violent Crime,1,No,,2021,8,
14341,,2021-08-20 12:00:00,21-08-2021 05:34,Kolkata,386,VANDALISM,18,M,Unknown,Other Crime,9,No,,2021,8,
14342,,2021-08-20 13:00:00,20-08-2021 22:14,Surat,105,PUBLIC INTOXICATION,48,M,Explosives,Other Crime,8,No,,2021,8,
14343,,2021-08-20 14:00:00,20-08-2021 18:20,Pune,556,TRAFFIC VIOLATION,66,M,Other,Traffic Fatality,18,Yes,2021-08-26 19:00:00,2021,8,
14344,,2021-08-20 15:00:00,21-08-2021 06:51,Pune,112,DOMESTIC VIOLENCE,31,M,Explosives,Violent Crime,13,Yes,2021-11-05 03:00:00,2021,8,
14345,,2021-08-20 16:00:00,21-08-2021 11:04,Pune,430,SHOPLIFTING,48,M,Other,Other Crime,19,No,,2021,8,
14346,,2021-08-20 17:00:00,20-08-2021 23:44,Surat,253,SEXUAL ASSAULT,33,F,Blunt Object,Violent Crime,3,No,,2021,8,
14347,,2021-08-20 18:00:00,21-08-2021 09:19,Jaipur,462,DRUG OFFENSE,52,M,Explosives,Other Crime,5,Yes,2021-11-07 15:00:00,2021,8,
14348,,2021-08-20 19:00:00,21-08-2021 11:28,Mumbai,339,DOMESTIC VIOLENCE,70,M,Other,Violent Crime,13,Yes,2021-09-08 00:00:00,2021,8,
14349,,2021-08-20 20:00:00,21-08-2021 18:47,Bangalore,553,SEXUAL ASSAULT,48,M,Blunt Object,Violent Crime,8,No,,2021,8,
14350,,2021-08-20 21:00:00,21-08-2021 17:42,Hyderabad,468,PUBLIC INTOXICATION,72,M,Knife,Other Crime,17,Yes,2021-09-11 10:00:00,2021,8,
14351,,2021-08-20 22:00:00,21-08-2021 19:41,Delhi,533,ROBBERY,49,F,Firearm,Violent Crime,11,Yes,2022-01-20 16:00:00,2021,8,
14352,,2021-08-20 23:00:00,21-08-2021 11:15,Ludhiana,380,KIDNAPPING,43,M,Blunt Object,Other Crime,6,Yes,2021-10-13 04:00:00,2021,8,
14353,,2021-08-21 00:00:00,21-08-2021 05:41,Kolkata,396,DRUG OFFENSE,21,M,Other,Other Crime,7,No,,2021,8,
14354,,2021-08-21 01:00:00,21-08-2021 18:46,Bangalore,302,VEHICLE - STOLEN,56,M,Blunt Object,Violent Crime,6,No,,2021,8,
14355,,2021-08-21 02:00:00,21-08-2021 03:20,Chennai,161,COUNTERFEITING,63,M,Knife,Other Crime,4,Yes,2021-10-18 16:00:00,2021,8,
14356,,2021-08-21 03:00:00,21-08-2021 14:21,Kalyan,406,SEXUAL ASSAULT,69,F,Other,Violent Crime,2,Yes,2023-05-09 05:00:00,2021,8,
14357,,2021-08-21 04:00:00,21-08-2021 04:56,Mumbai,426,CYBERCRIME,56,M,Knife,Other Crime,7,No,,2021,8,
14358,,2021-08-21 05:00:00,21-08-2021 20:19,Delhi,237,FIREARM OFFENSE,10,M,Poison,Fire Accident,5,Yes,2021-09-18 21:00:00,2021,8,
14359,,2021-08-21 06:00:00,21-08-2021 17:10,Hyderabad,246,PUBLIC INTOXICATION,72,M,Firearm,Other Crime,5,No,,2021,8,
14360,,2021-08-21 07:00:00,21-08-2021 13:12,Bhopal,581,COUNTERFEITING,44,M,Explosives,Other Crime,11,No,,2021,8,
14361,,2021-08-21 08:00:00,21-08-2021 19:51,Ahmedabad,123,DRUG OFFENSE,34,F,Firearm,Other Crime,18,No,,2021,8,
14362,,2021-08-21 09:00:00,21-08-2021 22:37,Mumbai,155,COUNTERFEITING,64,M,Firearm,Other Crime,3,No,,2021,8,
14363,,2021-08-21 10:00:00,22-08-2021 01:10,Indore,354,VEHICLE - STOLEN,64,F,Poison,Violent Crime,4,No,,2021,8,
14364,,2021-08-21 11:00:00,21-08-2021 23:34,Surat,427,PUBLIC INTOXICATION,65,F,Knife,Other Crime,6,Yes,2021-09-01 05:00:00,2021,8,
14365,,2021-08-21 12:00:00,22-08-2021 11:54,Agra,206,PUBLIC INTOXICATION,71,M,Explosives,Other Crime,8,No,,2021,8,
14366,,2021-08-21 13:00:00,21-08-2021 16:44,Delhi,325,ROBBERY,61,M,Poison,Violent Crime,11,Yes,2021-09-28 23:00:00,2021,8,
14367,,2021-08-21 14:00:00,22-08-2021 04:38,Jaipur,511,ILLEGAL POSSESSION,10,M,Explosives,Other Crime,2,No,,2021,8,
14368,,2021-08-21 15:00:00,21-08-2021 21:28,Delhi,159,KIDNAPPING,37,M,Blunt Object,Other Crime,19,Yes,2021-10-17 02:00:00,2021,8,
14369,,2021-08-21 16:00:00,21-08-2021 19:35,Chennai,356,HOMICIDE,47,M,Other,Other Crime,5,Yes,2022-10-13 17:00:00,2021,8,
14370,,2021-08-21 17:00:00,22-08-2021 01:18,Pune,332,VANDALISM,79,M,Explosives,Other Crime,6,Yes,2021-09-30 02:00:00,2021,8,
14371,,2021-08-21 18:00:00,21-08-2021 23:52,Rajkot,378,ARSON,23,M,Firearm,Fire Accident,15,No,,2021,8,
14372,,2021-08-21 19:00:00,22-08-2021 14:33,Nagpur,310,VEHICLE - STOLEN,60,M,Firearm,Violent Crime,1,No,,2021,8,
14373,,2021-08-21 20:00:00,22-08-2021 02:19,Mumbai,378,ARSON,43,M,Unknown,Fire Accident,12,No,,2021,8,
14374,,2021-08-21 21:00:00,21-08-2021 22:09,Delhi,502,EXTORTION,76,M,Other,Other Crime,17,Yes,2021-11-18 21:00:00,2021,8,
14375,,2021-08-21 22:00:00,22-08-2021 15:40,Nagpur,119,HOMICIDE,24,F,Unknown,Other Crime,15,Yes,2023-03-03 00:00:00,2021,8,
14376,,2021-08-21 23:00:00,22-08-2021 02:15,Ahmedabad,493,HOMICIDE,75,F,Other,Other Crime,1,No,,2021,8,
14377,,2021-08-22 00:00:00,22-08-2021 06:52,Kanpur,119,VANDALISM,67,F,Blunt Object,Other Crime,11,Yes,2021-11-05 06:00:00,2021,8,
14378,,2021-08-22 01:00:00,22-08-2021 12:45,Jaipur,171,VEHICLE - STOLEN,51,F,Poison,Violent Crime,8,No,,2021,8,
14379,,2021-08-22 02:00:00,22-08-2021 12:26,Mumbai,117,BURGLARY,36,M,Poison,Other Crime,17,No,,2021,8,
14380,,2021-08-22 03:00:00,22-08-2021 05:21,Chennai,369,EXTORTION,27,M,Blunt Object,Other Crime,19,Yes,2021-09-21 18:00:00,2021,8,
14381,,2021-08-22 04:00:00,22-08-2021 22:34,Hyderabad,366,HOMICIDE,67,M,Firearm,Other Crime,8,Yes,2022-06-10 23:00:00,2021,8,
14382,,2021-08-22 05:00:00,22-08-2021 15:16,Rajkot,426,VEHICLE - STOLEN,56,F,Firearm,Violent Crime,5,No,,2021,8,
14383,,2021-08-22 06:00:00,22-08-2021 16:02,Mumbai,265,PUBLIC INTOXICATION,79,F,Unknown,Other Crime,15,No,,2021,8,
14384,,2021-08-22 07:00:00,23-08-2021 06:03,Delhi,359,COUNTERFEITING,27,F,Knife,Other Crime,10,No,,2021,8,
14385,,2021-08-22 08:00:00,23-08-2021 02:15,Bangalore,417,TRAFFIC VIOLATION,68,M,Firearm,Traffic Fatality,17,No,,2021,8,
14386,,2021-08-22 09:00:00,22-08-2021 12:18,Ghaziabad,261,VANDALISM,72,F,Firearm,Other Crime,15,Yes,2021-10-24 07:00:00,2021,8,
14387,,2021-08-22 10:00:00,22-08-2021 13:50,Bangalore,332,COUNTERFEITING,49,M,Other,Other Crime,7,No,,2021,8,
14388,,2021-08-22 11:00:00,22-08-2021 16:49,Varanasi,350,FRAUD,52,F,Knife,Other Crime,5,No,,2021,8,
14389,,2021-08-22 12:00:00,23-08-2021 11:53,Pune,326,DRUG OFFENSE,79,F,Poison,Other Crime,5,No,,2021,8,
14390,,2021-08-22 13:00:00,23-08-2021 07:48,Delhi,483,CYBERCRIME,55,M,Knife,Other Crime,13,Yes,2021-11-03 11:00:00,2021,8,
14391,,2021-08-22 14:00:00,22-08-2021 15:27,Jaipur,271,FIREARM OFFENSE,28,M,Unknown,Fire Accident,16,No,,2021,8,
14392,,2021-08-22 15:00:00,22-08-2021 21:58,Pune,112,SHOPLIFTING,43,M,Blunt Object,Other Crime,14,No,,2021,8,
14393,,2021-08-22 16:00:00,23-08-2021 04:24,Delhi,513,SHOPLIFTING,51,M,Poison,Other Crime,7,Yes,2021-11-14 07:00:00,2021,8,
14394,,2021-08-22 17:00:00,23-08-2021 05:56,Hyderabad,436,SHOPLIFTING,59,M,Poison,Other Crime,14,No,,2021,8,
14395,,2021-08-22 18:00:00,23-08-2021 12:56,Delhi,238,ASSAULT,29,M,Knife,Violent Crime,1,No,,2021,8,
14396,,2021-08-22 19:00:00,23-08-2021 08:51,Kolkata,341,ILLEGAL POSSESSION,75,F,Knife,Other Crime,18,No,,2021,8,
14397,,2021-08-22 20:00:00,23-08-2021 10:36,Ahmedabad,168,FIREARM OFFENSE,11,M,Unknown,Fire Accident,9,No,,2021,8,
14398,,2021-08-22 21:00:00,23-08-2021 03:27,Ahmedabad,205,DRUG OFFENSE,75,F,Knife,Other Crime,3,No,,2021,8,
14399,,2021-08-22 22:00:00,23-08-2021 16:33,Lucknow,118,HOMICIDE,75,F,Poison,Other Crime,16,Yes,2022-05-22 05:00:00,2021,8,
14400,,2021-08-22 23:00:00,23-08-2021 11:08,Bhopal,560,PUBLIC INTOXICATION,66,M,Other,Other Crime,17,Yes,2021-09-08 10:00:00,2021,8,
14401,,2021-08-23 00:00:00,23-08-2021 19:32,Ahmedabad,257,COUNTERFEITING,45,M,Knife,Other Crime,16,No,,2021,8,
14402,,2021-08-23 01:00:00,24-08-2021 00:56,Kalyan,249,IDENTITY THEFT,11,M,Explosives,Violent Crime,5,No,,2021,8,
14403,,2021-08-23 02:00:00,23-08-2021 15:22,Mumbai,258,ASSAULT,73,M,Explosives,Violent Crime,5,Yes,2021-11-06 17:00:00,2021,8,
14404,,2021-08-23 03:00:00,23-08-2021 12:39,Visakhapatnam,275,CYBERCRIME,50,M,Explosives,Other Crime,8,No,,2021,8,
14405,,2021-08-23 04:00:00,23-08-2021 22:17,Pune,148,VEHICLE - STOLEN,38,M,Other,Violent Crime,14,No,,2021,8,
14406,,2021-08-23 05:00:00,23-08-2021 17:54,Chennai,175,SEXUAL ASSAULT,28,M,Firearm,Violent Crime,10,Yes,2022-05-13 20:00:00,2021,8,
14407,,2021-08-23 06:00:00,23-08-2021 19:57,Mumbai,449,ARSON,43,F,Poison,Fire Accident,19,Yes,2021-11-17 20:00:00,2021,8,
14408,,2021-08-23 07:00:00,24-08-2021 00:43,Delhi,266,EXTORTION,62,M,Explosives,Other Crime,17,Yes,2021-09-29 17:00:00,2021,8,
14409,,2021-08-23 08:00:00,23-08-2021 16:27,Chennai,102,CYBERCRIME,64,M,Unknown,Other Crime,12,No,,2021,8,
14410,,2021-08-23 09:00:00,24-08-2021 01:15,Hyderabad,352,COUNTERFEITING,30,M,Other,Other Crime,9,No,,2021,8,
14411,,2021-08-23 10:00:00,23-08-2021 13:33,Ghaziabad,446,VEHICLE - STOLEN,34,M,Other,Violent Crime,8,Yes,2021-10-11 03:00:00,2021,8,
14412,,2021-08-23 11:00:00,23-08-2021 15:35,Kolkata,117,DOMESTIC VIOLENCE,68,F,Other,Violent Crime,10,Yes,2021-09-25 08:00:00,2021,8,
14413,,2021-08-23 12:00:00,23-08-2021 19:41,Pune,559,COUNTERFEITING,62,M,Explosives,Other Crime,5,Yes,2021-10-20 20:00:00,2021,8,
14414,,2021-08-23 13:00:00,23-08-2021 14:53,Pune,140,HOMICIDE,27,M,Blunt Object,Other Crime,5,Yes,2023-03-30 23:00:00,2021,8,
14415,,2021-08-23 14:00:00,23-08-2021 23:25,Indore,357,KIDNAPPING,15,M,Blunt Object,Other Crime,9,No,,2021,8,
14416,,2021-08-23 15:00:00,23-08-2021 18:15,Kolkata,372,ROBBERY,79,M,Poison,Violent Crime,13,No,,2021,8,
14417,,2021-08-23 16:00:00,24-08-2021 02:59,Delhi,556,FIREARM OFFENSE,31,F,Explosives,Fire Accident,3,No,,2021,8,
14418,,2021-08-23 17:00:00,24-08-2021 14:10,Nagpur,364,IDENTITY THEFT,74,M,Firearm,Violent Crime,11,Yes,2021-11-12 04:00:00,2021,8,
14419,,2021-08-23 18:00:00,23-08-2021 22:56,Bangalore,455,ILLEGAL POSSESSION,18,M,Blunt Object,Other Crime,9,Yes,2021-09-11 10:00:00,2021,8,
14420,,2021-08-23 19:00:00,24-08-2021 07:08,Kolkata,264,IDENTITY THEFT,65,M,Knife,Violent Crime,9,No,,2021,8,
14421,,2021-08-23 20:00:00,24-08-2021 18:20,Nashik,268,VANDALISM,31,M,Blunt Object,Other Crime,15,No,,2021,8,
14422,,2021-08-23 21:00:00,24-08-2021 07:41,Delhi,360,DRUG OFFENSE,62,M,Firearm,Other Crime,3,No,,2021,8,
14423,,2021-08-23 22:00:00,23-08-2021 23:43,Hyderabad,411,FIREARM OFFENSE,30,F,Unknown,Fire Accident,17,Yes,2021-11-19 17:00:00,2021,8,
14424,,2021-08-23 23:00:00,24-08-2021 17:30,Delhi,387,VEHICLE - STOLEN,12,F,Blunt Object,Violent Crime,14,No,,2021,8,
14425,,2021-08-24 00:00:00,24-08-2021 13:14,Delhi,364,EXTORTION,16,F,Blunt Object,Other Crime,4,Yes,2021-11-11 21:00:00,2021,8,
14426,,2021-08-24 01:00:00,24-08-2021 07:57,Faridabad,258,ASSAULT,33,M,Knife,Violent Crime,12,Yes,2021-09-27 14:00:00,2021,8,
14427,,2021-08-24 02:00:00,24-08-2021 15:26,Ahmedabad,529,SHOPLIFTING,79,M,Other,Other Crime,9,No,,2021,8,
14428,,2021-08-24 03:00:00,25-08-2021 02:18,Hyderabad,541,VEHICLE - STOLEN,26,M,Other,Violent Crime,14,No,,2021,8,
14429,,2021-08-24 04:00:00,24-08-2021 21:38,Bangalore,334,BURGLARY,70,F,Unknown,Other Crime,3,No,,2021,8,
14430,,2021-08-24 05:00:00,24-08-2021 17:19,Chennai,329,FRAUD,57,M,Unknown,Other Crime,6,Yes,2021-09-28 17:00:00,2021,8,
14431,,2021-08-24 06:00:00,24-08-2021 13:16,Nagpur,565,BURGLARY,36,M,Other,Other Crime,1,No,,2021,8,
14432,,2021-08-24 07:00:00,24-08-2021 09:48,Mumbai,303,ROBBERY,10,F,Other,Violent Crime,17,Yes,2022-01-29 05:00:00,2021,8,
14433,,2021-08-24 08:00:00,24-08-2021 11:43,Ahmedabad,270,KIDNAPPING,74,M,Firearm,Other Crime,7,No,,2021,8,
14434,,2021-08-24 09:00:00,24-08-2021 17:54,Visakhapatnam,284,ARSON,50,M,Other,Fire Accident,16,Yes,2021-09-18 01:00:00,2021,8,
14435,,2021-08-24 10:00:00,25-08-2021 02:58,Ghaziabad,202,DOMESTIC VIOLENCE,33,M,Other,Violent Crime,13,Yes,2021-09-14 05:00:00,2021,8,
14436,,2021-08-24 11:00:00,25-08-2021 03:18,Indore,235,FRAUD,24,F,Other,Other Crime,15,No,,2021,8,
14437,,2021-08-24 12:00:00,25-08-2021 03:44,Kolkata,426,VANDALISM,29,M,Unknown,Other Crime,3,No,,2021,8,
14438,,2021-08-24 13:00:00,25-08-2021 00:27,Bangalore,280,TRAFFIC VIOLATION,70,F,Unknown,Traffic Fatality,14,Yes,2021-08-31 21:00:00,2021,8,
14439,,2021-08-24 14:00:00,24-08-2021 21:05,Delhi,335,DRUG OFFENSE,63,M,Knife,Other Crime,2,No,,2021,8,
14440,,2021-08-24 15:00:00,24-08-2021 22:24,Delhi,596,ARSON,67,M,Other,Fire Accident,19,Yes,2021-09-27 21:00:00,2021,8,
14441,,2021-08-24 16:00:00,24-08-2021 22:03,Pune,487,VANDALISM,29,M,Blunt Object,Other Crime,9,No,,2021,8,
14442,,2021-08-24 17:00:00,25-08-2021 15:22,Kolkata,525,DOMESTIC VIOLENCE,44,M,Other,Violent Crime,11,Yes,2021-10-12 13:00:00,2021,8,
14443,,2021-08-24 18:00:00,24-08-2021 23:16,Pune,404,ILLEGAL POSSESSION,13,F,Poison,Other Crime,8,No,,2021,8,
14444,,2021-08-24 19:00:00,25-08-2021 07:33,Thane,435,SHOPLIFTING,46,M,Explosives,Other Crime,4,Yes,2021-11-15 06:00:00,2021,8,
14445,,2021-08-24 20:00:00,25-08-2021 13:00,Hyderabad,455,CYBERCRIME,51,F,Poison,Other Crime,11,No,,2021,8,
14446,,2021-08-24 21:00:00,25-08-2021 12:49,Bangalore,595,DRUG OFFENSE,33,F,Explosives,Other Crime,13,No,,2021,8,
14447,,2021-08-24 22:00:00,25-08-2021 03:04,Kolkata,205,DOMESTIC VIOLENCE,67,M,Unknown,Violent Crime,19,No,,2021,8,
14448,,2021-08-24 23:00:00,25-08-2021 00:31,Chennai,265,CYBERCRIME,71,M,Blunt Object,Other Crime,16,Yes,2021-09-05 01:00:00,2021,8,
14449,,2021-08-25 00:00:00,25-08-2021 13:26,Delhi,161,FRAUD,17,M,Firearm,Other Crime,7,Yes,2021-11-14 13:00:00,2021,8,
14450,,2021-08-25 01:00:00,25-08-2021 03:45,Chennai,242,VANDALISM,60,M,Explosives,Other Crime,12,Yes,2021-10-14 10:00:00,2021,8,
14451,,2021-08-25 02:00:00,25-08-2021 04:04,Mumbai,559,FIREARM OFFENSE,41,F,Other,Fire Accident,1,Yes,2021-09-21 12:00:00,2021,8,
14452,,2021-08-25 03:00:00,25-08-2021 19:46,Mumbai,369,ARSON,76,M,Blunt Object,Fire Accident,12,No,,2021,8,
14453,,2021-08-25 04:00:00,25-08-2021 10:22,Mumbai,399,FRAUD,49,M,Knife,Other Crime,5,No,,2021,8,
14454,,2021-08-25 05:00:00,25-08-2021 10:33,Delhi,301,DRUG OFFENSE,50,M,Poison,Other Crime,6,No,,2021,8,
14455,,2021-08-25 06:00:00,25-08-2021 17:32,Chennai,204,SEXUAL ASSAULT,14,F,Knife,Violent Crime,5,Yes,2022-11-13 19:00:00,2021,8,
14456,,2021-08-25 07:00:00,25-08-2021 21:33,Hyderabad,371,PUBLIC INTOXICATION,72,F,Firearm,Other Crime,1,Yes,2021-08-31 00:00:00,2021,8,
14457,,2021-08-25 08:00:00,25-08-2021 14:12,Kolkata,256,IDENTITY THEFT,11,F,Firearm,Violent Crime,10,No,,2021,8,
14458,,2021-08-25 09:00:00,25-08-2021 19:47,Delhi,165,VANDALISM,68,M,Unknown,Other Crime,2,No,,2021,8,
14459,,2021-08-25 10:00:00,26-08-2021 06:34,Hyderabad,379,EXTORTION,62,F,Blunt Object,Other Crime,14,No,,2021,8,
14460,,2021-08-25 11:00:00,25-08-2021 19:21,Delhi,530,FRAUD,30,F,Other,Other Crime,17,No,,2021,8,
14461,,2021-08-25 12:00:00,26-08-2021 02:30,Mumbai,321,KIDNAPPING,11,F,Knife,Other Crime,10,No,,2021,8,
14462,,2021-08-25 13:00:00,25-08-2021 22:34,Chennai,579,DRUG OFFENSE,62,F,Blunt Object,Other Crime,19,Yes,2021-10-30 01:00:00,2021,8,
14463,,2021-08-25 14:00:00,25-08-2021 21:14,Ghaziabad,460,ILLEGAL POSSESSION,39,F,Explosives,Other Crime,6,Yes,2021-09-15 22:00:00,2021,8,
14464,,2021-08-25 15:00:00,26-08-2021 00:11,Hyderabad,449,HOMICIDE,10,M,Explosives,Other Crime,3,Yes,2022-03-15 00:00:00,2021,8,
14465,,2021-08-25 16:00:00,25-08-2021 18:33,Ahmedabad,322,ASSAULT,79,M,Knife,Violent Crime,18,No,,2021,8,
14466,,2021-08-25 17:00:00,26-08-2021 02:20,Lucknow,383,FIREARM OFFENSE,16,F,Knife,Fire Accident,14,Yes,2021-11-14 12:00:00,2021,8,
14467,,2021-08-25 18:00:00,26-08-2021 07:00,Varanasi,520,BURGLARY,47,F,Firearm,Other Crime,16,No,,2021,8,
14468,,2021-08-25 19:00:00,26-08-2021 18:07,Jaipur,436,ARSON,60,F,Knife,Fire Accident,13,Yes,2021-10-28 02:00:00,2021,8,
14469,,2021-08-25 20:00:00,26-08-2021 18:45,Bangalore,554,CYBERCRIME,19,F,Blunt Object,Other Crime,11,No,,2021,8,
14470,,2021-08-25 21:00:00,26-08-2021 01:01,Surat,277,SEXUAL ASSAULT,33,F,Knife,Violent Crime,8,No,,2021,8,
14471,,2021-08-25 22:00:00,26-08-2021 05:48,Chennai,166,EXTORTION,37,F,Firearm,Other Crime,11,No,,2021,8,
14472,,2021-08-25 23:00:00,26-08-2021 13:06,Hyderabad,347,PUBLIC INTOXICATION,52,F,Blunt Object,Other Crime,18,Yes,2021-09-18 22:00:00,2021,8,
14473,,2021-08-26 00:00:00,26-08-2021 22:57,Mumbai,398,DRUG OFFENSE,64,F,Firearm,Other Crime,8,Yes,2021-10-21 09:00:00,2021,8,
14474,,2021-08-26 01:00:00,26-08-2021 03:46,Thane,428,HOMICIDE,64,F,Other,Other Crime,10,No,,2021,8,
14475,,2021-08-26 02:00:00,26-08-2021 12:57,Kanpur,433,FIREARM OFFENSE,12,F,Firearm,Fire Accident,17,No,,2021,8,
14476,,2021-08-26 03:00:00,26-08-2021 15:41,Mumbai,420,SHOPLIFTING,74,M,Explosives,Other Crime,12,No,,2021,8,
14477,,2021-08-26 04:00:00,26-08-2021 09:21,Bangalore,358,EXTORTION,64,M,Poison,Other Crime,9,Yes,2021-09-23 12:00:00,2021,8,
14478,,2021-08-26 05:00:00,26-08-2021 21:58,Kolkata,540,KIDNAPPING,46,M,Blunt Object,Other Crime,2,Yes,2021-09-21 15:00:00,2021,8,
14479,,2021-08-26 06:00:00,26-08-2021 12:23,Chennai,550,CYBERCRIME,39,F,Poison,Other Crime,2,No,,2021,8,
14480,,2021-08-26 07:00:00,27-08-2021 02:03,Bangalore,180,ASSAULT,38,M,Poison,Violent Crime,7,No,,2021,8,
14481,,2021-08-26 08:00:00,27-08-2021 07:51,Pune,275,VANDALISM,38,M,Firearm,Other Crime,15,Yes,2021-11-07 09:00:00,2021,8,
14482,,2021-08-26 09:00:00,27-08-2021 06:34,Pune,372,ILLEGAL POSSESSION,63,F,Other,Other Crime,15,Yes,2021-11-18 04:00:00,2021,8,
14483,,2021-08-26 10:00:00,27-08-2021 09:39,Jaipur,371,ILLEGAL POSSESSION,15,M,Other,Other Crime,15,No,,2021,8,
14484,,2021-08-26 11:00:00,27-08-2021 07:08,Ahmedabad,404,ARSON,35,F,Knife,Fire Accident,14,Yes,2021-09-19 16:00:00,2021,8,
14485,,2021-08-26 12:00:00,27-08-2021 08:20,Mumbai,233,ARSON,66,F,Other,Fire Accident,7,No,,2021,8,
14486,,2021-08-26 13:00:00,26-08-2021 23:50,Vasai,172,COUNTERFEITING,44,F,Explosives,Other Crime,8,Yes,2021-09-20 11:00:00,2021,8,
14487,,2021-08-26 14:00:00,26-08-2021 17:28,Delhi,387,ILLEGAL POSSESSION,25,M,Explosives,Other Crime,10,No,,2021,8,
14488,,2021-08-26 15:00:00,27-08-2021 06:40,Hyderabad,140,ASSAULT,49,F,Blunt Object,Violent Crime,3,Yes,2021-10-05 02:00:00,2021,8,
14489,,2021-08-26 16:00:00,27-08-2021 06:31,Mumbai,533,PUBLIC INTOXICATION,19,F,Other,Other Crime,15,No,,2021,8,
14490,,2021-08-26 17:00:00,26-08-2021 19:20,Bangalore,386,VANDALISM,51,F,Other,Other Crime,9,Yes,2021-10-11 05:00:00,2021,8,
14491,,2021-08-26 18:00:00,27-08-2021 08:23,Chennai,548,ARSON,52,M,Unknown,Fire Accident,1,No,,2021,8,
14492,,2021-08-26 19:00:00,27-08-2021 02:27,Jaipur,280,ILLEGAL POSSESSION,50,M,Unknown,Other Crime,19,Yes,2021-10-07 12:00:00,2021,8,
